# m[Msun] r[Rsun] L[Lsun] T[K] Q[/s] Sdd[mJy kpc2]
         1.0895              2.6400              687.32              18185.             0.27198E+044        0.31266             0.22528E-003
         1.1116              2.6461              706.45              18288.             0.30072E+044        0.34570             0.24234E-003
         1.1335              2.6613              723.13              18343.             0.31980E+044        0.36763             0.25177E-003
         1.1565              2.6792              740.02              18387.             0.33764E+044        0.38814             0.25975E-003
         1.1795              2.6902              758.85              18465.             0.36563E+044        0.42032             0.27430E-003
         1.2025              2.7101              775.45              18497.             0.38216E+044        0.43932             0.28056E-003
         1.2261              2.7183              795.88              18590.             0.41870E+044        0.48133             0.29951E-003
         1.2508              2.7390              813.56              18621.             0.43763E+044        0.50309             0.30624E-003
         1.2751              2.7517              833.51              18691.             0.47086E+044        0.54129             0.32161E-003
         1.3014              2.7773              851.01              18702.             0.48433E+044        0.55677             0.32401E-003
         1.3280              2.7820              875.21              18817.             0.54018E+044        0.62097             0.35137E-003
         1.3550              2.8007              895.58              18863.             0.57040E+044        0.65571             0.36259E-003
         1.3829              2.8176              917.27              18919.             0.60770E+044        0.69859             0.37717E-003
         1.4112              2.8526              933.55              18885.             0.60412E+044        0.69448             0.36841E-003
         1.4394              2.8758              953.68              18910.             0.62777E+044        0.72166             0.37475E-003
         1.4684              2.8820              980.07              19019.             0.69025E+044        0.79350             0.40096E-003
         1.4987              2.9002              1003.6              19071.             0.71428E+044        0.82111             0.40520E-003
         1.5128              2.9246              1009.5              19020.             0.71111E+044        0.81748             0.40105E-003
         1.5286              2.9437              1018.3              18999.             0.71310E+044        0.81976             0.39867E-003
         1.5447              2.9546              1030.1              19019.             0.72557E+044        0.83409             0.40098E-003
         1.5597              2.9693              1040.0              19017.             0.73219E+044        0.84171             0.40081E-003
         1.5756              2.9824              1051.1              19026.             0.74131E+044        0.85219             0.40152E-003
         1.5911              3.0029              1059.3              18998.             0.74106E+044        0.85190             0.39827E-003
         1.6063              3.0206              1068.3              18982.             0.73947E+044        0.85008             0.39408E-003
         1.6223              3.0338              1079.4              18990.             0.75115E+044        0.86350             0.39617E-003
         1.6394              3.0548              1088.5              18964.             0.74478E+044        0.85617             0.38951E-003
         1.6557              3.0717              1098.6              18955.             0.74710E+044        0.85885             0.38715E-003
         1.6725              3.0850              1110.3              18965.             0.75984E+044        0.87349             0.38962E-003
         1.6901              3.1024              1121.0              18957.             0.76321E+044        0.87737             0.38759E-003
         1.7067              3.1190              1131.4              18950.             0.76637E+044        0.88100             0.38562E-003
         1.7228              3.1384              1140.5              18929.             0.76103E+044        0.87486             0.37988E-003
